5.133624397565429709e-02,1.497316871520356640e-01
1.710169131594386771e-01,1.288630211948953441e-01
1.442423631632179237e-01,1.321641303589923544e-01
3.284406707674810133e-01,1.121553712929315161e-01
5.122178590582045221e-02,1.499458132761156692e-01
2.793021657050509532e-01,1.149342299819348379e-01
6.792906479118603069e-02,1.472334283951340084e-01
2.909077820689555671e-01,1.148210557097230494e-01
1.529735702639374584e-01,1.307378988468435033e-01
1.132451022384111106e-01,1.369924701641945797e-01
7.203947723616158094e-02,1.462911149159771274e-01
1.049508514168685791e-01,1.391451316115788761e-01
6.740356547685465161e-02,1.473903378064504444e-01
5.273277640004174482e-02,1.496785653684736261e-01
1.032843707145711248e-01,1.414184364417630513e-01
3.956217988633380089e-02,1.523076795169377995e-01
1.084716968228887080e-01,1.388498677101628609e-01
1.087056519970773377e-01,1.380137899821181069e-01
3.507815902473084696e-02,1.597616694292747497e-01
1.052366366604158693e-01,1.388743330171240964e-01
9.600656514211877712e-02,1.418831068581080657e-01
2.274332237943210155e-01,1.192928987451296330e-01
1.605465192869046098e-01,1.300767541728193866e-01
2.221818299613794179e-01,1.198169448789630498e-01
4.322051894856944465e-02,1.519832989992697392e-01
3.758435883684685952e-01,1.087735588653104962e-01
6.725599375159721505e-02,1.473943342335717888e-01
7.143767254194097194e-02,1.464589301808646715e-01
1.345854134347859166e-01,1.322382648091308954e-01
1.761430509914300724e-01,1.270944382749950585e-01
1.328534252837156315e-01,1.322562646708718981e-01
3.326943357652674127e-01,1.115678984684087272e-01
9.963179054893085695e-02,1.415887189210897068e-01
3.683462248633162517e-02,1.584820497155900176e-01
3.149792499757045894e-01,1.130032375807653588e-01
9.907821661369684008e-02,1.418740588288427140e-01
3.850880571282542242e-01,1.076884228478975358e-01
9.263833049587701096e-02,1.431262037208338722e-01
1.806925793018057669e-01,1.269607945362277446e-01
1.487558983698723247e-01,1.308664119561153971e-01
3.512710964579186801e-02,1.587278657229513890e-01
1.517577232202310111e-01,1.308569234119350277e-01
6.291162613243303503e-02,1.484538403301031706e-01
1.886499346725167559e-01,1.232403514084661200e-01
3.387102231212499870e-01,1.092199370528737223e-01
2.270372996533864263e-01,1.198139661609189666e-01
1.700746137040143324e-01,1.288801286324142426e-01
1.535609777166695167e-01,1.304435344006327768e-01
2.504428951412909776e-01,1.159721960441575384e-01
3.985487580579561429e-01,1.074389855269365646e-01
1.322415425204530870e-01,1.335289666628487470e-01
1.468950549074797274e-01,1.309376682542529591e-01
3.787093592867606939e-01,1.086922564611940145e-01
1.036162271308817273e-01,1.411624900108509606e-01
1.133458829288308267e-01,1.365050714557961287e-01
3.682022524484310916e-02,1.585239291521162441e-01
8.561319651154836174e-02,1.435794458241188565e-01
1.799115289510529736e-01,1.270657754234198467e-01
1.747393199462983215e-01,1.275164353121266692e-01
3.370077493152312531e-01,1.094206337941729945e-01
3.397317074048615548e-02,1.605102675155419822e-01
1.974797628774326852e-01,1.230889880369707146e-01
2.776248870716370720e-01,1.152242265116447395e-01
1.079821906122787334e-01,1.388687230807246764e-01
3.768729911348985828e-01,1.087686704293479301e-01
1.713703654379820918e-01,1.280210612312492335e-01
1.449183136511044412e-01,1.317183991467089088e-01
2.111600217398346691e-01,1.198875037625971585e-01
1.529519744017046323e-01,1.307783788253702173e-01
8.013504612516239578e-02,1.455725891120266124e-01
2.915153456597715520e-01,1.140061940756876974e-01
1.862031234815409442e-01,1.237198024049951384e-01
3.253517426061166562e-01,1.121997444690003565e-01
3.565599231187304707e-01,1.090225539947964478e-01
1.108580395996127399e-01,1.370419087699545069e-01
7.770407189982403429e-02,1.462654135892343388e-01
2.823011111071117504e-02,1.635871736890087691e-01
6.111844970503651359e-02,1.494185304750128840e-01
2.278428253146697335e-01,1.178024504198587619e-01
3.810057193041814227e-01,1.086421292742602157e-01
1.605465192869046376e-01,1.298086575299681467e-01
1.201197850491846075e-01,1.345544674104225402e-01
1.633618998599868366e-01,1.289878403728491885e-01
2.778552429354535502e-01,1.151234511796789817e-01
1.997725235844812208e-01,1.210338505129565506e-01
