7.733665429703669991e-01,5.211064589325406504e-02
5.250604384199986097e-01,5.488425658780100858e-02
5.116774825943349869e-01,5.538590882818578837e-02
4.949190935016852255e-01,5.629843975514220444e-02
4.949190935016852255e-01,5.629843975514220444e-02
4.949190935016852255e-01,5.629843975514220444e-02
4.949190935016852255e-01,5.629843975514220444e-02
4.949190935016852255e-01,5.629843975514220444e-02
4.949190935016852255e-01,5.629843975514220444e-02
4.949190935016852255e-01,5.629843975514220444e-02
4.949190935016852255e-01,5.629843975514220444e-02
4.949190935016852255e-01,5.629843975514220444e-02
4.949190935016851700e-01,5.636490850092146926e-02
