lat_block,lon_block,count
0.6970000000000001,0.376,126
0.717,0.635,126
0.731,0.537,126
0.266,0.362,126
0.6980000000000001,0.383,125
0.808,0.403,125
0.502,0.873,125
0.41500000000000004,0.664,125
0.709,0.752,125
0.841,0.271,125
0.41500000000000004,0.462,124
0.922,0.355,124
0.81,0.47600000000000003,124
0.51,0.23700000000000002,124
0.745,0.41100000000000003,124
0.733,0.491,123
0.714,0.406,123
0.73,0.308,123
0.905,0.489,122
0.806,0.429,122
0.766,0.539,122
0.8180000000000001,0.41200000000000003,122
0.755,0.363,122
0.834,0.466,121
0.6950000000000001,0.597,121
0.5730000000000001,0.68,121
0.536,0.377,120
0.507,0.41600000000000004,120
0.397,0.617,120
0.668,0.588,119
0.73,0.448,119
0.6930000000000001,0.402,119
0.736,0.441,119
0.736,0.355,119
0.721,0.41100000000000003,119
0.585,0.23700000000000002,119
0.779,0.459,119
0.91,0.244,119
0.648,0.115,118
0.8260000000000001,0.493,118
0.487,0.588,118
0.724,0.47300000000000003,118
0.764,0.498,118
0.645,0.449,117
0.324,0.47100000000000003,117
0.331,0.397,117
0.873,0.49,116
0.738,0.559,116
0.743,0.486,116
0.75,0.44,115
0.895,0.47200000000000003,115
0.844,0.5,114
0.8200000000000001,0.459,114
0.837,0.543,114
0.405,0.8320000000000001,113
0.657,0.221,113
0.634,0.427,113
0.5740000000000001,0.713,113
0.882,0.548,113
0.684,0.31,112
0.777,0.382,112
0.655,0.597,112
0.66,0.454,112
0.6910000000000001,0.507,112
0.71,0.384,112
0.65,0.728,111
0.763,0.433,111
0.47500000000000003,0.228,110
0.937,0.432,109
0.969,0.246,109
0.532,0.783,108
0.728,0.425,108
0.493,0.367,108
0.684,0.158,108
0.717,0.753,108
0.708,0.41400000000000003,107
0.711,0.41300000000000003,107
0.671,0.11,107
0.723,0.454,107
0.393,0.016,107
0.8190000000000001,0.46900000000000003,106
0.435,0.561,106
0.734,0.743,106
0.778,0.492,106
0.731,0.517,106
0.6940000000000001,0.466,105
0.247,0.28700000000000003,105
0.93,0.28200000000000003,104
0.636,0.778,104
0.735,0.487,104
0.709,0.368,104
0.75,0.487,104
0.685,0.41400000000000003,104
0.812,0.456,103
0.7010000000000001,0.404,103
0.736,0.493,103
0.446,0.624,103
0.296,0.2,102
0.777,0.514,102
0.456,0.405,102
0.537,0.686,102
0.738,0.45,101
0.78,0.467,101
0.742,0.449,101
0.988,0.34900000000000003,100
0.812,0.157,100
0.706,0.459,100
0.8230000000000001,0.578,99
0.424,0.648,99
0.654,0.8130000000000001,99
0.484,0.726,99
0.915,0.34900000000000003,99
0.739,0.47400000000000003,99
0.671,0.718,99
0.864,0.251,99
0.717,0.41100000000000003,98
0.29,0.34800000000000003,98
0.587,0.503,98
0.8300000000000001,0.455,98
0.724,0.547,98
0.973,0.331,98
0.6980000000000001,0.355,98
0.389,0.177,98
0.668,0.437,98
0.707,0.449,97
0.8180000000000001,0.41000000000000003,97
0.802,0.51,97
0.789,0.447,97
0.767,0.521,97
0.456,0.908,96
0.791,0.489,96
0.6910000000000001,0.41000000000000003,96
0.406,0.178,96
0.758,0.441,95
0.722,0.454,95
0.755,0.41600000000000004,95
0.637,0.083,95
0.867,0.276,95
0.864,0.561,95
0.91,0.5,94
0.799,0.552,94
0.725,0.437,94
0.746,0.513,94
0.806,0.519,93
0.745,0.517,93
0.218,0.314,93
0.732,0.359,93
0.8180000000000001,0.497,93
0.723,0.522,92
0.722,0.438,92
0.6980000000000001,0.485,91
0.67,0.608,91
0.876,0.539,91
0.377,0.548,91
0.806,0.289,91
0.719,0.524,91
0.666,0.403,91
0.374,0.676,91
0.789,0.229,90
0.936,0.224,90
0.602,0.462,90
0.655,0.81,90
0.8200000000000001,0.389,89
0.398,0.03,89
0.8150000000000001,0.532,89
0.6940000000000001,0.453,89
0.791,0.203,89
0.546,0.749,89
0.802,0.515,88
0.801,0.388,88
0.744,0.514,88
0.394,0.319,88
0.714,0.376,88
0.314,0.182,88
0.747,0.528,87
0.56,0.399,87
0.9,0.483,87
0.902,0.487,87
0.895,0.391,87
0.992,0.328,87
0.8200000000000001,0.393,87
0.897,0.28500000000000003,86
0.497,0.247,86
0.41200000000000003,0.465,86
0.391,0.739,86
0.745,0.47900000000000004,85
0.338,0.228,85
0.382,0.532,85
0.582,0.523,85
0.6950000000000001,0.424,85
0.719,0.467,85
0.718,0.504,85
0.23,0.342,85
0.751,0.456,85
0.47500000000000003,0.195,84
0.873,0.438,84
0.711,0.52,84
0.768,0.493,84
0.685,0.451,84
0.7010000000000001,0.743,84
0.504,0.067,84
0.541,0.739,84
0.73,0.505,83
0.35000000000000003,0.499,83
0.47700000000000004,0.748,83
0.742,0.687,83
0.669,0.41200000000000003,83
0.49,0.126,83
0.8270000000000001,0.661,83
0.758,0.49,83
0.7000000000000001,0.47400000000000003,82
0.747,0.51,82
0.8180000000000001,0.653,82
0.771,0.494,82
0.598,0.073,82
0.718,0.463,82
0.494,0.264,81
0.741,0.496,81
0.715,0.134,81
0.774,0.48,81
0.626,0.367,80
0.74,0.40900000000000003,80
0.296,0.199,80
0.683,0.40700000000000003,80
0.395,0.094,79
0.791,0.559,79
0.8130000000000001,0.309,79
0.536,0.324,79
0.784,0.212,79
0.523,0.35000000000000003,79
0.735,0.522,79
0.783,0.149,79
0.397,0.151,79
0.769,0.627,78
0.426,0.782,78
0.792,0.482,78
0.684,0.40900000000000003,78
0.47200000000000003,0.61,78
0.802,0.553,78
0.436,0.47000000000000003,78
0.794,0.5670000000000001,77
0.619,0.577,77
0.792,0.47800000000000004,77
0.742,0.455,77
0.897,0.267,77
0.47900000000000004,0.8150000000000001,76
0.795,0.516,76
0.892,0.246,76
0.93,0.187,76
0.444,0.299,76
0.8150000000000001,0.535,76
0.88,0.304,76
0.799,0.163,75
0.6920000000000001,0.384,75
0.913,0.367,75
0.655,0.375,75
0.969,0.384,74
0.73,0.485,74
0.793,0.223,74
0.23600000000000002,0.354,74
0.738,0.455,74
0.53,0.396,74
0.554,0.793,74
0.366,0.10300000000000001,74
0.528,0.456,73
0.897,0.158,73
0.8310000000000001,0.529,73
0.234,0.257,73
0.9500000000000001,0.254,73
0.735,0.17200000000000001,73
0.562,0.449,72
0.462,0.244,72
0.799,0.53,72
0.8150000000000001,0.359,72
0.707,0.5720000000000001,72
0.662,0.353,72
0.457,0.146,71
0.739,0.54,71
0.916,0.496,71
0.542,0.289,71
0.968,0.425,71
0.661,0.28600000000000003,71
0.621,0.393,70
0.496,0.297,70
0.536,0.465,70
0.448,0.465,70
0.588,0.536,70
0.851,0.519,70
0.659,0.145,70
0.654,0.436,68
0.706,0.591,68
0.493,0.34800000000000003,68
0.558,0.593,68
0.678,0.487,68
0.758,0.47200000000000003,67
0.808,0.667,67
0.786,0.599,67
0.61,0.517,67
0.804,0.426,67
0.556,0.721,67
0.523,0.315,66
0.743,0.197,66
0.58,0.798,66
0.765,0.537,66
0.919,0.431,66
0.736,0.514,65
0.714,0.624,65
0.401,0.452,65
0.747,0.41500000000000004,65
0.396,0.281,65
0.56,0.274,65
0.786,0.47400000000000003,65
0.674,0.289,65
0.777,0.46,65
0.7000000000000001,0.551,64
0.774,0.393,64
0.429,0.46,64
0.389,0.488,64
0.871,0.278,64
0.975,0.356,64
0.525,0.301,64
0.736,0.36,64
0.963,0.34500000000000003,63
0.523,0.226,63
0.727,0.402,63
0.301,0.395,63
0.776,0.683,63
0.465,0.20800000000000002,63
0.76,0.618,63
0.734,0.531,62
0.737,0.465,62
0.607,0.02,62
0.843,0.20800000000000002,62
0.599,0.8130000000000001,62
0.664,0.41000000000000003,62
0.92,0.28,62
0.463,0.399,61
0.713,0.41000000000000003,61
0.684,0.441,61
0.47400000000000003,0.554,61
0.316,0.298,61
0.6880000000000001,0.432,61
0.858,0.528,61
0.919,0.28500000000000003,61
0.281,0.168,61
0.8180000000000001,0.167,61
0.522,0.806,60
0.709,0.604,60
0.352,0.364,60
0.489,0.127,60
0.483,0.737,60
0.918,0.295,59
0.81,0.439,59
0.47000000000000003,0.451,59
0.373,0.082,59
0.302,0.20500000000000002,59
0.72,0.47100000000000003,59
0.889,0.259,59
0.937,0.312,59
0.733,0.523,58
0.656,0.8150000000000001,58
0.738,0.53,58
0.722,0.459,58
0.6880000000000001,0.437,58
0.738,0.428,58
0.799,0.298,58
0.732,0.47800000000000004,57
0.31,0.234,57
0.764,0.715,57
0.535,0.117,57
0.523,0.534,57
0.6880000000000001,0.403,57
0.372,0.424,56
0.759,0.488,56
0.766,0.506,56
0.74,0.457,56
0.812,0.47400000000000003,56
0.745,0.484,56
0.785,0.546,56
0.883,0.268,56
0.762,0.446,56
0.734,0.521,56
0.757,0.503,55
0.6880000000000001,0.434,55
0.749,0.448,55
0.792,0.271,55
0.754,0.461,55
0.434,0.369,55
0.722,0.45,55
0.704,0.526,55
0.725,0.366,55
0.717,0.391,55
0.72,0.367,54
0.6930000000000001,0.373,54
0.792,0.497,54
0.743,0.555,54
0.338,0.189,54
0.6880000000000001,0.498,53
0.74,0.147,53
0.302,0.311,53
0.4,0.399,53
0.7000000000000001,0.437,53
0.778,0.583,53
0.716,0.47200000000000003,53
0.684,0.43,52
0.61,0.371,52
0.46900000000000003,0.539,52
0.803,0.45,52
0.725,0.448,52
0.509,0.052000000000000005,52
0.678,0.388,52
0.724,0.482,52
0.869,0.255,52
0.629,0.192,51
0.9410000000000001,0.246,51
0.844,0.519,51
0.733,0.455,51
0.752,0.502,51
0.6930000000000001,0.423,51
0.784,0.273,51
0.6960000000000001,0.461,50
0.367,0.198,50
0.833,0.333,50
0.297,0.431,50
0.544,0.537,50
0.68,0.525,50
0.856,0.293,50
0.626,0.378,50
0.47600000000000003,0.75,50
0.5,0.659,50
0.6990000000000001,0.389,50
0.435,0.6920000000000001,50
0.643,0.353,50
0.71,0.315,49
0.521,0.226,49
0.735,0.451,49
0.42,0.057,49
0.646,0.518,48
0.611,0.02,48
0.685,0.503,48
0.719,0.446,48
0.904,0.47300000000000003,47
0.704,0.484,47
0.884,0.277,47
0.791,0.652,47
0.511,0.296,47
0.6950000000000001,0.445,47
0.737,0.455,47
0.448,0.324,47
0.727,0.495,47
0.661,0.354,47
0.7000000000000001,0.4,47
0.71,0.595,47
0.74,0.511,47
0.77,0.398,47
0.3,0.417,47
0.218,0.28300000000000003,46
0.391,0.903,46
0.967,0.201,46
0.887,0.396,46
0.711,0.728,46
0.71,0.529,46
0.799,0.628,46
0.608,0.061,45
0.753,0.437,45
0.562,0.744,45
0.648,0.42,44
0.794,0.20600000000000002,44
0.763,0.496,44
0.518,0.42,44
0.992,0.292,44
0.643,0.352,44
0.6990000000000001,0.446,44
0.5700000000000001,0.467,44
0.706,0.105,44
0.743,0.33,43
0.727,0.431,43
0.722,0.461,43
0.343,0.438,43
0.276,0.358,43
0.735,0.533,43
0.75,0.458,43
0.809,0.491,43
0.779,0.467,43
0.672,0.534,43
0.676,0.418,43
0.856,0.555,42
0.74,0.459,42
0.539,0.8190000000000001,42
0.74,0.428,41
0.9520000000000001,0.338,41
0.921,0.34900000000000003,41
0.8320000000000001,0.218,41
0.775,0.484,41
0.616,0.488,41
0.799,0.67,41
0.539,0.225,41
0.486,0.40900000000000003,41
0.717,0.504,41
0.6900000000000001,0.434,41
0.751,0.449,41
0.552,0.34700000000000003,41
0.805,0.435,41
0.748,0.463,41
0.729,0.449,40
0.327,0.329,40
0.706,0.449,40
0.652,0.182,40
0.545,0.232,40
0.49,0.803,40
0.748,0.481,40
0.393,0.252,39
0.737,0.47600000000000003,39
0.803,0.492,39
0.772,0.513,39
0.432,0.716,39
0.6960000000000001,0.468,38
0.233,0.341,38
0.711,0.5710000000000001,38
0.669,0.302,38
0.395,0.6970000000000001,38
0.81,0.64,38
0.732,0.486,38
0.623,0.266,38
0.915,0.26,38
0.716,0.493,38
0.68,0.527,38
0.68,0.423,38
0.772,0.601,38
0.6980000000000001,0.59,38
0.587,0.466,38
0.613,0.383,38
0.775,0.28600000000000003,37
0.8,0.46900000000000003,37
0.545,0.42,37
0.6930000000000001,0.531,37
0.383,0.5730000000000001,37
0.803,0.308,37
0.723,0.504,37
0.398,0.17200000000000001,37
0.652,0.42,37
0.716,0.508,36
0.391,0.186,36
0.506,0.579,36
0.545,0.846,36
0.711,0.405,36
0.6950000000000001,0.591,36
0.776,0.5640000000000001,36
0.6940000000000001,0.366,36
0.538,0.23900000000000002,36
0.279,0.376,36
0.738,0.429,36
0.78,0.592,35
0.835,0.41300000000000003,35
0.668,0.402,35
0.926,0.35100000000000003,35
0.662,0.5660000000000001,35
0.47900000000000004,0.022,35
0.872,0.546,35
0.423,0.481,35
0.766,0.35100000000000003,35
0.659,0.14400000000000002,34
0.752,0.463,34
0.728,0.48,34
0.721,0.438,34
0.6980000000000001,0.47900000000000004,34
0.898,0.40900000000000003,34
0.716,0.391,34
0.677,0.405,33
0.78,0.361,33
0.793,0.528,33
0.936,0.294,33
0.8230000000000001,0.638,33
0.733,0.53,33
0.512,0.074,33
0.758,0.584,33
0.801,0.67,33
0.398,0.536,33
0.297,0.356,32
0.588,0.513,32
0.52,0.759,32
0.897,0.507,32
0.767,0.685,32
0.657,0.431,32
0.748,0.158,32
0.659,0.588,32
0.518,0.055,32
0.724,0.14300000000000002,32
0.759,0.618,32
0.7010000000000001,0.61,32
0.424,0.71,32
0.307,0.304,31
0.68,0.609,31
0.747,0.513,31
0.745,0.513,31
0.435,0.186,31
0.639,0.545,31
0.492,0.312,31
0.666,0.642,31
0.756,0.47000000000000003,31
0.23500000000000001,0.358,31
0.76,0.08700000000000001,30
0.355,0.311,30
0.501,0.23500000000000001,30
0.809,0.58,30
0.726,0.555,30
0.613,0.382,30
0.8270000000000001,0.153,30
0.682,0.439,30
0.801,0.49,30
0.23800000000000002,0.382,30
0.801,0.43,30
0.721,0.166,29
0.65,0.47100000000000003,29
0.617,0.391,29
0.293,0.176,29
0.791,0.511,29
0.389,0.317,29
0.771,0.513,29
0.734,0.436,29
0.512,0.228,28
0.878,0.503,28
0.736,0.485,28
0.748,0.537,28
0.75,0.46,28
0.76,0.369,28
0.355,0.5690000000000001,28
0.764,0.541,28
0.781,0.426,28
0.8140000000000001,0.522,28
0.774,0.097,28
0.752,0.459,28
0.587,0.371,28
0.796,0.497,28
0.366,0.595,27
0.781,0.484,27
0.306,0.257,27
0.47800000000000004,0.581,27
0.741,0.449,27
0.725,0.491,27
0.6880000000000001,0.301,27
0.744,0.441,27
0.535,0.544,27
0.737,0.461,27
0.929,0.184,26
0.595,0.23800000000000002,26
0.781,0.631,26
0.328,0.187,26
0.704,0.406,26
0.686,0.448,26
0.707,0.40700000000000003,26
0.6890000000000001,0.443,26
0.767,0.503,26
0.717,0.534,26
0.754,0.739,26
0.34600000000000003,0.431,26
0.65,0.43,26
0.685,0.445,25
0.281,0.418,25
0.687,0.444,25
0.7020000000000001,0.445,25
0.712,0.491,25
0.727,0.537,25
0.784,0.5640000000000001,25
0.712,0.40700000000000003,25
0.6900000000000001,0.485,25
0.767,0.529,25
0.865,0.504,25
0.6970000000000001,0.444,25
0.739,0.51,24
0.8170000000000001,0.626,24
0.756,0.493,24
0.713,0.531,24
0.736,0.491,24
0.758,0.428,24
0.763,0.494,24
0.747,0.495,24
0.592,0.395,24
0.712,0.494,24
0.44,0.548,24
0.684,0.42,24
0.807,0.534,24
0.728,0.451,24
0.369,0.901,24
0.6920000000000001,0.466,23
0.788,0.534,23
0.544,0.224,23
0.736,0.454,23
0.788,0.122,23
0.656,0.121,23
0.743,0.49,23
0.768,0.497,23
0.758,0.627,23
0.35100000000000003,0.524,23
0.47700000000000004,0.669,23
0.76,0.34,23
0.784,0.511,23
0.557,0.03,23
0.717,0.47200000000000003,23
0.216,0.291,22
0.754,0.5690000000000001,22
0.741,0.458,22
0.448,0.381,22
0.393,0.315,22
0.739,0.495,22
0.47100000000000003,0.185,22
0.611,0.052000000000000005,22
0.456,0.097,22
0.6940000000000001,0.448,22
0.723,0.43,22
0.758,0.494,22
0.716,0.439,22
0.341,0.161,22
0.449,0.021,22
0.8140000000000001,0.11,22
0.714,0.525,22
0.746,0.495,22
0.765,0.5670000000000001,21
0.715,0.466,21
0.736,0.385,21
0.812,0.545,21
0.779,0.466,21
0.638,0.398,21
0.769,0.153,21
0.744,0.429,21
0.709,0.40900000000000003,21
0.712,0.637,21
0.76,0.454,21
0.77,0.543,21
0.853,0.155,21
0.736,0.465,21
0.983,0.274,20
0.675,0.381,20
0.731,0.464,20
0.491,0.639,20
0.781,0.464,20
0.6910000000000001,0.449,20
0.739,0.512,20
0.85,0.519,20
0.873,0.135,20
0.753,0.483,20
0.49,0.082,20
0.77,0.465,19
0.6990000000000001,0.456,19
0.9470000000000001,0.385,19
0.729,0.48,19
0.771,0.546,19
0.656,0.23600000000000002,19
0.733,0.5650000000000001,19
0.27,0.40700000000000003,19
0.582,0.43,19
0.899,0.464,19
0.759,0.089,19
0.341,0.482,19
0.746,0.509,19
0.746,0.458,19
0.745,0.392,19
0.606,0.29,19
0.783,0.518,19
0.713,0.383,19
0.891,0.251,19
0.762,0.5630000000000001,18
0.676,0.188,18
0.767,0.08600000000000001,18
0.429,0.587,18
0.74,0.426,18
0.6980000000000001,0.516,18
0.907,0.49,18
0.742,0.609,18
0.706,0.085,18
0.439,0.074,18
0.734,0.498,18
0.249,0.27,18
0.87,0.5760000000000001,18
0.768,0.434,18
0.714,0.426,18
0.657,0.106,18
0.727,0.638,18
0.751,0.489,18
0.749,0.47800000000000004,18
0.561,0.771,17
0.766,0.545,17
0.686,0.539,17
0.778,0.514,17
0.962,0.331,17
0.986,0.36,17
0.668,0.503,17
0.848,0.147,17
0.711,0.47500000000000003,17
0.73,0.482,17
0.734,0.11900000000000001,17
0.71,0.41100000000000003,17
0.74,0.506,17
0.783,0.51,17
0.884,0.34400000000000003,17
0.6930000000000001,0.599,17
0.742,0.488,17
0.614,0.46,17
0.6930000000000001,0.546,16
0.736,0.434,16
0.681,0.51,16
0.766,0.341,16
0.764,0.428,16
0.704,0.437,16
0.778,0.486,16
0.798,0.539,16
0.711,0.51,16
0.7030000000000001,0.483,16
0.47500000000000003,0.34900000000000003,16
0.769,0.533,16
0.404,0.17300000000000001,16
0.632,0.095,16
0.6910000000000001,0.44,16
0.649,0.392,16
0.714,0.586,16
0.738,0.386,16
0.674,0.436,15
0.28300000000000003,0.299,15
0.661,0.507,15
0.713,0.634,15
0.735,0.466,15
0.729,0.481,15
0.733,0.48,15
0.6900000000000001,0.42,15
0.759,0.427,15
0.7030000000000001,0.543,15
0.839,0.232,15
0.737,0.47700000000000004,15
0.403,0.906,15
0.7010000000000001,0.445,15
0.657,0.498,15
0.746,0.494,15
0.797,0.62,15
0.273,0.14,15
0.805,0.418,15
0.656,0.418,15
0.65,0.499,15
0.718,0.402,14
0.735,0.5700000000000001,14
0.669,0.34900000000000003,14
0.219,0.34500000000000003,14
0.772,0.578,14
0.443,0.155,14
0.44,0.073,14
0.761,0.47400000000000003,14
0.775,0.436,14
0.801,0.515,14
0.737,0.543,14
0.366,0.188,14
0.739,0.489,14
0.733,0.483,14
0.332,0.439,14
0.78,0.519,14
0.724,0.446,14
0.731,0.484,14
0.725,0.48,14
0.736,0.466,14
0.6880000000000001,0.6990000000000001,13
0.806,0.523,13
0.481,0.488,13
0.53,0.225,13
0.799,0.536,13
0.263,0.333,13
0.744,0.505,13
0.379,0.094,13
0.778,0.51,13
0.6950000000000001,0.398,13
0.77,0.353,13
0.43,0.011,13
0.682,0.377,13
0.738,0.438,13
0.734,0.513,13
0.756,0.438,13
0.373,0.04,13
0.776,0.593,13
0.778,0.42,13
0.311,0.309,12
0.739,0.49,12
0.848,0.178,12
0.744,0.549,12
0.679,0.312,12
0.44,0.08600000000000001,12
0.798,0.617,12
0.67,0.4,12
0.758,0.491,12
0.751,0.488,12
0.221,0.34500000000000003,12
0.785,0.497,12
0.686,0.547,12
0.6990000000000001,0.622,12
0.552,0.218,12
0.463,0.16,12
0.366,0.833,12
0.744,0.675,11
0.709,0.644,11
0.47500000000000003,0.032,11
0.77,0.354,11
0.421,0.47100000000000003,11
0.677,0.525,11
0.512,0.24,11
0.761,0.457,11
0.587,0.505,11
0.718,0.492,11
0.808,0.502,11
0.8170000000000001,0.405,11
0.467,0.083,11
0.74,0.5690000000000001,11
0.7030000000000001,0.468,11
0.433,0.556,11
0.7020000000000001,0.5640000000000001,11
0.84,0.266,11
0.8250000000000001,0.47300000000000003,11
0.8170000000000001,0.404,11
0.8320000000000001,0.28600000000000003,11
0.706,0.562,11
0.8320000000000001,0.451,11
0.9440000000000001,0.225,11
0.247,0.34800000000000003,11
0.737,0.467,10
0.514,0.047,10
0.792,0.422,10
0.737,0.488,10
0.669,0.418,10
1.0050000000000001,0.28200000000000003,10
0.302,0.397,10
0.726,0.483,10
0.811,0.456,10
0.743,0.443,10
0.8270000000000001,0.544,10
0.742,0.426,10
0.743,0.518,10
0.677,0.40800000000000003,10
0.5720000000000001,0.404,10
0.723,0.428,10
0.741,0.537,10
0.759,0.373,10
0.903,0.255,10
0.23600000000000002,0.355,10
0.764,0.459,10
0.764,0.519,10
0.612,0.367,10
0.851,0.58,10
0.72,0.438,10
0.381,0.162,10
0.6890000000000001,0.43,10
0.879,0.26,9
0.741,0.483,9
0.8160000000000001,0.657,9
0.8140000000000001,0.549,9
0.733,0.454,9
0.6960000000000001,0.444,9
0.71,0.453,9
0.726,0.556,9
0.554,0.08700000000000001,9
0.8260000000000001,0.49,9
0.734,0.502,9
0.642,0.756,9
0.64,0.21,9
0.713,0.41300000000000003,9
0.789,0.481,9
0.258,0.32,9
0.734,0.34,9
0.418,0.743,9
0.8280000000000001,0.538,9
0.7030000000000001,0.526,9
0.652,0.46,9
0.746,0.531,9
0.683,0.41500000000000004,9
0.68,0.377,9
0.719,0.427,9
0.76,0.622,9
0.723,0.378,9
0.704,0.455,9
0.927,0.339,9
0.337,0.275,9
0.716,0.435,9
0.671,0.41100000000000003,9
0.65,0.336,9
0.651,0.324,8
0.875,0.389,8
0.718,0.436,8
0.904,0.47100000000000003,8
0.797,0.525,8
0.6920000000000001,0.443,8
0.882,0.258,8
0.719,0.5680000000000001,8
0.598,0.323,8
0.599,0.009000000000000001,8
0.776,0.42,8
0.749,0.422,8
0.758,0.496,8
0.77,0.47600000000000003,8
0.724,0.452,8
0.838,0.449,8
0.719,0.428,8
0.707,0.713,8
0.708,0.41000000000000003,8
0.603,0.41600000000000004,8
0.606,0.45,8
0.776,0.514,8
0.741,0.441,8
0.786,0.531,8
0.726,0.481,8
0.8200000000000001,0.542,8
0.401,0.904,8
0.362,0.124,8
0.7000000000000001,0.519,8
0.639,0.378,8
0.717,0.524,8
0.714,0.427,8
1.0010000000000001,0.334,8
0.756,0.625,8
0.717,0.436,8
0.441,0.167,7
0.758,0.368,7
0.646,0.504,7
0.733,0.556,7
0.331,0.534,7
0.672,0.34700000000000003,7
0.669,0.433,7
0.807,0.504,7
0.805,0.454,7
0.785,0.47100000000000003,7
0.718,0.465,7
0.7000000000000001,0.48,7
0.734,0.462,7
0.6950000000000001,0.446,7
0.40800000000000003,0.87,7
0.686,0.402,7
0.767,0.467,7
0.834,0.64,7
0.71,0.464,7
0.374,0.25,7
0.862,0.461,7
0.6900000000000001,0.445,7
0.554,0.741,7
0.558,0.77,7
0.6980000000000001,0.444,7
0.41000000000000003,0.465,7
0.721,0.462,7
0.7030000000000001,0.461,7
0.749,0.582,7
0.75,0.446,7
0.68,0.34900000000000003,7
0.794,0.527,7
0.72,0.383,7
0.779,0.47400000000000003,7
0.779,0.485,7
0.585,0.533,7
0.8280000000000001,0.384,7
0.932,0.359,7
0.34600000000000003,0.323,7
0.735,0.486,7
0.76,0.542,7
0.677,0.108,6
0.23,0.343,6
0.716,0.41300000000000003,6
0.738,0.496,6
0.753,0.459,6
0.711,0.453,6
0.711,0.47600000000000003,6
0.6920000000000001,0.748,6
0.795,0.498,6
0.379,0.704,6
0.731,0.487,6
0.729,0.54,6
0.739,0.486,6
0.764,0.489,6
0.765,0.428,6
0.848,0.384,6
0.746,0.514,6
0.724,0.48,6
0.652,0.41200000000000003,6
0.743,0.504,6
0.399,0.164,6
0.403,0.146,6
0.686,0.38,6
0.687,0.432,6
0.446,0.106,6
0.453,0.483,6
0.431,0.47200000000000003,6
0.74,0.512,6
0.776,0.507,6
0.636,0.325,6
0.742,0.51,6
0.732,0.53,6
0.6990000000000001,0.517,6
0.6950000000000001,0.754,6
0.6970000000000001,0.391,6
0.7030000000000001,0.393,6
0.352,0.262,6
0.71,0.47400000000000003,6
0.735,0.47900000000000004,6
0.315,0.436,6
0.75,0.449,6
0.761,0.582,6
0.655,0.13,6
0.709,0.53,6
0.719,0.492,6
0.76,0.34800000000000003,6
0.759,0.376,5
0.797,0.519,5
0.364,0.112,5
0.71,0.47700000000000004,5
0.735,0.523,5
0.91,0.489,5
0.734,0.447,5
0.729,0.453,5
0.773,0.47200000000000003,5
0.728,0.556,5
0.602,0.277,5
0.635,0.765,5
0.774,0.506,5
0.732,0.5640000000000001,5
0.733,0.417,5
0.809,0.525,5
0.8150000000000001,0.534,5
0.741,0.467,5
0.778,0.505,5
0.687,0.47000000000000003,5
0.765,0.519,5
0.726,0.49,5
0.769,0.497,5
0.591,0.549,5
0.546,0.062,5
0.733,0.525,5
0.739,0.545,5
0.554,0.166,5
0.792,0.508,5
0.6940000000000001,0.399,5
0.796,0.505,5
0.788,0.356,5
0.6920000000000001,0.399,5
0.738,0.47700000000000004,5
0.756,0.522,5
0.751,0.41600000000000004,5
0.752,0.491,5
0.717,0.40800000000000003,5
0.715,0.438,5
0.679,0.559,5
0.716,0.468,4
0.67,0.34900000000000003,4
0.747,0.448,4
0.73,0.534,4
0.799,0.531,4
0.759,0.616,4
0.709,0.524,4
0.787,0.513,4
0.654,0.11800000000000001,4
0.8170000000000001,0.496,4
0.762,0.449,4
0.891,0.246,4
0.776,0.542,4
0.74,0.487,4
0.5630000000000001,0.215,4
0.603,0.419,4
0.763,0.586,4
0.733,0.458,4
0.767,0.495,4
0.742,0.48,4
0.6910000000000001,0.466,4
0.732,0.468,4
0.629,0.425,4
0.803,0.455,4
0.758,0.461,4
0.611,0.395,4
0.706,0.399,4
0.872,0.448,4
0.736,0.47600000000000003,4
0.718,0.43,4
0.736,0.49,4
0.367,0.737,4
0.859,0.417,4
0.711,0.5690000000000001,4
0.723,0.438,3
0.734,0.47300000000000003,3
0.746,0.40900000000000003,3
0.734,0.47500000000000003,3
0.745,0.515,3
0.745,0.422,3
0.71,0.41400000000000003,3
0.734,0.527,3
0.749,0.41000000000000003,3
0.503,0.254,3
0.758,0.37,3
0.74,0.546,3
0.758,0.44,3
0.778,0.452,3
0.723,0.432,3
0.743,0.47500000000000003,3
0.7000000000000001,0.481,3
0.92,0.34900000000000003,3
0.645,0.376,3
0.639,0.323,3
0.769,0.336,3
0.665,0.11900000000000001,3
0.713,0.619,3
0.711,0.406,3
0.687,0.452,3
0.742,0.522,3
0.684,0.381,3
0.735,0.47700000000000004,3
0.743,0.44,3
0.732,0.541,3
0.674,0.435,3
0.775,0.485,3
0.678,0.521,3
0.709,0.41400000000000003,3
0.512,0.051000000000000004,3
0.79,0.514,3
0.799,0.454,3
0.736,0.525,3
0.736,0.433,3
0.6950000000000001,0.439,3
0.733,0.494,3
0.742,0.221,3
0.731,0.542,3
0.731,0.497,3
0.663,0.396,3
0.391,0.171,3
0.713,0.455,3
0.265,0.292,3
0.735,0.529,3
0.756,0.51,3
0.777,0.38,3
0.673,0.781,3
0.725,0.364,3
0.799,0.442,3
0.76,0.46900000000000003,3
0.76,0.617,3
0.733,0.481,3
0.43,0.49,3
0.734,0.528,3
